architecture,family,eval_split,training,train_epsilon,rob_lam,config_id,eval_epsilon,subset,score,task,tau,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,pgd_failure,,auroc,5,0.9278079710144927,0.04221150554502969,0.8753954642692509,0.9802204777597346
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,pgd_failure,,auprc,5,0.6338690476190476,0.09862612066792717,0.5114085443031823,0.7563295509349129
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,pgd_failure,,prevalence,5,0.064,0.021908902300206645,0.036796504773669775,0.09120349522633023
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auroc,3,0.8397617697107203,0.07362933228469626,0.6568563686913101,1.0226671707301302
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auprc,3,0.2756734006734007,0.2909972348810743,-0.4472038045097447,0.9985506058565461
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,0.018393234672304443,0.019396094795373218,-0.005690197940857886,0.04247666728546677
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auroc,5,0.9152603655477763,0.013204997669234414,0.8988641953455233,0.9316565357500294
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auprc,5,0.6311580086580086,0.08245079280401045,0.5287818276099109,0.7335341897061064
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,0.11142425320056899,0.01670134284496271,0.09068679706832077,0.1321617093328172
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,pgd_failure,,auroc,3,0.8623188405797103,0.01660353512665156,0.8210733728232239,0.9035643083361967
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,pgd_failure,,auprc,3,0.33278388278388277,0.21319633237813757,-0.19682516648350662,0.8623929320512722
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,pgd_failure,,prevalence,5,0.025,0.02282177322938192,-0.00333697419409398,0.053336974194093986
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.5,auroc,5,0.9426167517489127,0.05452472264313384,0.8749153666308878,1.0103181368669376
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.5,auprc,5,0.7431876456876457,0.1895854514069305,0.507786216092451,0.9785890752828404
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.06269086940472178,0.01723390929311206,0.04129214468715525,0.08408959412228831
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.9,auroc,5,0.9379606871568529,0.01700453821880546,0.9168467642444822,0.9590746100692236
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.9,auprc,5,0.7835664335664335,0.07065881915097556,0.6958319216710765,0.8713009454617905
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.15860204810669207,0.014884171465852747,0.14012090825445095,0.17708318795893319
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,pgd_failure,,auroc,5,0.9278079710144927,0.04221150554502973,0.8753954642692507,0.9802204777597348
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,pgd_failure,,auprc,5,0.6338690476190476,0.09862612066792717,0.5114085443031823,0.7563295509349129
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,pgd_failure,,prevalence,5,0.064,0.021908902300206645,0.036796504773669775,0.09120349522633023
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.5,auroc,3,0.8397617697107203,0.07362933228469626,0.6568563686913101,1.0226671707301302
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.5,auprc,3,0.2756734006734007,0.2909972348810743,-0.4472038045097447,0.9985506058565461
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.018393234672304443,0.019396094795373218,-0.005690197940857886,0.04247666728546677
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.9,auroc,5,0.9152603655477763,0.013204997669234414,0.8988641953455233,0.9316565357500294
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.9,auprc,5,0.6311580086580086,0.08245079280401045,0.5287818276099109,0.7335341897061064
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.11142425320056899,0.01670134284496271,0.09068679706832077,0.1321617093328172
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,pgd_failure,,auroc,3,0.8623188405797101,0.01660353512665161,0.8210733728232236,0.9035643083361966
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,pgd_failure,,auprc,3,0.33278388278388277,0.21319633237813757,-0.19682516648350662,0.8623929320512722
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,pgd_failure,,prevalence,5,0.025,0.02282177322938192,-0.00333697419409398,0.053336974194093986
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.5,auroc,5,0.9166442577030812,0.04287803814961992,0.8634041414190906,0.9698843739870718
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.5,auprc,5,0.741712962962963,0.04050873015527478,0.6914147311162071,0.7920111948097188
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.5,prevalence,5,0.11355089907721486,0.020515545990886286,0.08807748421683778,0.13902431393759193
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.9,auroc,5,0.8635310663571534,0.04318497912722255,0.8099098325117001,0.9171523002026066
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.9,auprc,5,0.7892595298699765,0.04337974569356659,0.7353964613910401,0.8431225983489129
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,certified_below_threshold,0.9,prevalence,5,0.29889943074003794,0.026970816372863648,0.2654107390476885,0.33238812243238736
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,pgd_failure,,auroc,5,0.8328989898989899,0.06668196564584489,0.7501023938270841,0.9156955859708957
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,pgd_failure,,auprc,5,0.5148294676392812,0.0830822806863162,0.4116691908224224,0.61798974445614
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,pgd_failure,,prevalence,5,0.11199999999999999,0.010954451150103317,0.09839825238683488,0.1256017476131651
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.5,auroc,5,0.8525770308123249,0.08360051793518845,0.7487732774610134,0.9563807841636365
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.5,auprc,5,0.4286349206349206,0.20484710759625524,0.17428364199647767,0.6829861992733635
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.5,prevalence,5,0.06504730294203978,0.023064900729757566,0.03640844608375608,0.09368615980032348
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.9,auroc,5,0.8311280506932681,0.0617494847721648,0.7544559385440395,0.9078001628424968
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.9,auprc,5,0.6887591459393085,0.07960703308852406,0.5899139589494724,0.7876043329291447
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,certified_below_threshold,0.9,prevalence,5,0.2510775862068965,0.029882380654875102,0.21397370996711748,0.28818146244667553
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,pgd_failure,,auroc,5,0.7701430976430976,0.09617833385926401,0.6507219230828274,0.8895642722033679
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,pgd_failure,,auprc,5,0.2977478097384841,0.11731583867058064,0.15208095644214317,0.443414663034825
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,pgd_failure,,prevalence,5,0.07499999999999998,0.011410886614690958,0.060831512902952994,0.08916848709704697
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.5,auroc,5,0.9158571428571429,0.04612067189408836,0.8585907649932852,0.9731235207210006
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.5,auprc,5,0.7477716727716727,0.05898870336221817,0.674527523506085,0.8210158220372603
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.5,prevalence,5,0.11355089907721486,0.020515545990886286,0.08807748421683778,0.13902431393759193
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.9,auroc,5,0.8717325428194993,0.0353700870201841,0.8278147791532025,0.9156503064857962
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.9,auprc,5,0.8110492512043315,0.04254422740445482,0.758223615704826,0.8638748867038369
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,certified_below_threshold,0.9,prevalence,5,0.29889943074003794,0.026970816372863648,0.2654107390476885,0.33238812243238736
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,pgd_failure,,auroc,5,0.8348787878787878,0.06375801663505695,0.7557127540261609,0.9140448217314147
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,pgd_failure,,auprc,5,0.5293243765738186,0.09086582548252663,0.4164995524050991,0.6421492007425381
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,pgd_failure,,prevalence,5,0.11199999999999999,0.010954451150103317,0.09839825238683488,0.1256017476131651
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.5,auroc,5,0.8622128851540616,0.07704509671478597,0.7665487623251848,0.9578770079829384
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.5,auprc,5,0.48063492063492064,0.19680687476854114,0.23626690963582633,0.725002931634015
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.5,prevalence,5,0.06504730294203978,0.023064900729757566,0.03640844608375608,0.09368615980032348
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.9,auroc,5,0.8427659469584935,0.05359970142735847,0.7762131273816716,0.9093187665353154
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.9,auprc,5,0.7291976286157391,0.07178345893795555,0.6400666919859415,0.8183285652455368
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,certified_below_threshold,0.9,prevalence,5,0.2510775862068965,0.029882380654875102,0.21397370996711748,0.28818146244667553
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,pgd_failure,,auroc,5,0.7762710437710437,0.09397372710209771,0.6595872500513437,0.8929548374907438
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,pgd_failure,,auprc,5,0.2848403413898392,0.08325906385043275,0.1814605592826084,0.38822012349707
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,pgd_failure,,prevalence,5,0.07499999999999998,0.011410886614690958,0.060831512902952994,0.08916848709704697
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.5,auroc,5,0.9174929971988796,0.044495524995435375,0.8622445057308717,0.9727414886668874
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.5,auprc,5,0.7463478835978835,0.04594604099895341,0.689298338629489,0.803397428566278
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,0.11355089907721486,0.020515545990886286,0.08807748421683778,0.13902431393759193
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.9,auroc,5,0.8639033189033188,0.03963509006849585,0.814689854499704,0.9131167833069337
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.9,auprc,5,0.7980392776013371,0.03745140944404645,0.7515372108126761,0.8445413443899981
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,0.29889943074003794,0.026970816372863648,0.2654107390476885,0.33238812243238736
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,pgd_failure,,auroc,5,0.8308737373737373,0.07163491512661563,0.7419272422466364,0.9198202325008381
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,pgd_failure,,auprc,5,0.5176244793597735,0.077266703178507,0.421685195763125,0.613563762956422
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,pgd_failure,,prevalence,5,0.11199999999999999,0.010954451150103317,0.09839825238683488,0.1256017476131651
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auroc,5,0.853501400560224,0.08389694769223734,0.7493295810515885,0.9576732200688596
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auprc,5,0.435063492063492,0.20171784768102763,0.18459770280280935,0.6855292813241747
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,0.06504730294203978,0.023064900729757566,0.03640844608375608,0.09368615980032348
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auroc,5,0.8315379841000959,0.056005941876646044,0.761997422386372,0.9010785458138199
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auprc,5,0.7067233469453814,0.05900651947366821,0.6334570760556183,0.7799896178351445
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,0.2510775862068965,0.029882380654875102,0.21397370996711748,0.28818146244667553
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,pgd_failure,,auroc,5,0.7661658249158249,0.10769847419832551,0.6324405068422871,0.8998911429893626
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,pgd_failure,,auprc,5,0.2982303807303807,0.12338674114866457,0.14502550639039696,0.45143525507036447
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,pgd_failure,,prevalence,5,0.07499999999999998,0.011410886614690958,0.060831512902952994,0.08916848709704697
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.5,auroc,5,0.9174929971988796,0.04449552499543538,0.8622445057308717,0.9727414886668874
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.5,auprc,5,0.7463478835978835,0.04594604099895341,0.689298338629489,0.803397428566278
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.11355089907721486,0.020515545990886286,0.08807748421683778,0.13902431393759193
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.9,auroc,5,0.8652741702741704,0.036545543948787014,0.8198968840581882,0.9106514564901527
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.9,auprc,5,0.7955762686867153,0.034508033009646256,0.7527288864498104,0.8384236509236201
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.29889943074003794,0.026970816372863648,0.2654107390476885,0.33238812243238736
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,pgd_failure,,auroc,5,0.8327676767676767,0.06832224035920702,0.7479344106370251,0.9176009428983283
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,pgd_failure,,auprc,5,0.5174209412957703,0.07757971928175375,0.4210929968728623,0.6137488857186784
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,pgd_failure,,prevalence,5,0.11199999999999999,0.010954451150103317,0.09839825238683488,0.1256017476131651
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.5,auroc,5,0.853501400560224,0.08389694769223732,0.7493295810515886,0.9576732200688595
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.5,auprc,5,0.435063492063492,0.20171784768102763,0.18459770280280935,0.6855292813241747
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.06504730294203978,0.023064900729757566,0.03640844608375608,0.09368615980032348
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.9,auroc,5,0.8332154732775849,0.052667882557414204,0.7678196596444198,0.8986112869107501
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.9,auprc,5,0.7010172714117199,0.055661641447509735,0.6319042151454206,0.7701303276780191
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.2510775862068965,0.029882380654875102,0.21397370996711748,0.28818146244667553
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,pgd_failure,,auroc,5,0.769006734006734,0.10244744311372363,0.6418014321843952,0.8962120358290728
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,pgd_failure,,auprc,5,0.29803267193511096,0.12368763919110091,0.144454183328704,0.45161116054151795
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,pgd_failure,,prevalence,5,0.07499999999999998,0.011410886614690958,0.060831512902952994,0.08916848709704697
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.5,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.5,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.5,prevalence,5,0.0443265306122449,0.008771237687973428,0.03343560055540027,0.05521746066908952
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.9,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.9,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,certified_below_threshold,0.9,prevalence,5,0.06054800496660963,0.019650296210288118,0.03614893960825501,0.08494707032496425
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,pgd_failure,,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,pgd_failure,,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,pgd_failure,,prevalence,5,0.044000000000000004,0.008944271909999156,0.032894219579208836,0.05510578042079117
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.5,auroc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.5,auprc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.5,prevalence,5,0.012329931972789115,0.011256974740538881,-0.0016474482912271736,0.026307312236805405
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.9,auroc,4,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.9,auprc,4,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,certified_below_threshold,0.9,prevalence,5,0.024075517977957,0.016869321161316064,0.0031294892178139327,0.04502154673810007
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,pgd_failure,,auroc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,pgd_failure,,auprc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,pgd_failure,,prevalence,5,0.012329931972789115,0.011256974740538881,-0.0016474482912271736,0.026307312236805405
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.5,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.5,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.5,prevalence,5,0.0443265306122449,0.008771237687973428,0.03343560055540027,0.05521746066908952
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.9,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.9,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,certified_below_threshold,0.9,prevalence,5,0.06054800496660963,0.019650296210288118,0.03614893960825501,0.08494707032496425
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,pgd_failure,,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,pgd_failure,,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,pgd_failure,,prevalence,5,0.044000000000000004,0.008944271909999156,0.032894219579208836,0.05510578042079117
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,auroc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,auprc,3,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,prevalence,5,0.012329931972789115,0.011256974740538881,-0.0016474482912271736,0.026307312236805405
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.9,auroc,4,1.0,0.0,1.0,1.0
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.9,auprc,4,1.0,0.0,1.0,1.0
