architecture,family,eval_split,train_epsilon,rob_lam,robust_config_id,outcome_group,eval_epsilon,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,median_p_safe_point,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,accuracy,5,0.017300000000000003,0.0032901367752724182,0.013214755616978012,0.021385244383021994
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,brier,5,-0.026246416568756103,0.004658935331712562,-0.0320312488401031,-0.020461584297409102
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,ece,5,-0.013168061336874967,0.0016691391542014119,-0.015240571332639142,-0.011095551341110793
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,ece_adaptive,5,-0.01410657398104668,0.0009204302193966342,-0.015249439047330273,-0.012963708914763087
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,mc_samples,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,mean_confidence,5,0.003193625545501666,0.0029042130014347613,-0.0004124311814951739,0.006799682272498506
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,mean_mutual_information,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,mean_predictive_entropy,5,-0.006388454442266994,0.0073509225924547105,-0.015515830378900688,0.0027389214943667004
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,n,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.01,nll,5,-0.048194870352745056,0.012700206316942615,-0.06396425930625273,-0.032425481399237385
